date,crisis_prob_1m,crisis_prob_12m,mc_crisis_1m,es95_1m,es95_12m,stress_median_12m,regime_forecast,recommended_bps,passive_loss,active_loss
2012-02-29,0.5976,0.384,0.136,4.210875063787256,5.61406606879452,0.15777482036349133,1,150,4.796432382612116,4.466321693925921
2012-05-31,0.8300839662447258,0.922,0.922,6.067938137575277,5.349158080613096,0.03431725577268517,2,150,6.618612828095924,6.402648545601763
2012-08-31,0.43066666666666664,0.49,0.24,5.515860257876827,4.602982731528066,0.006819187371819441,2,150,5.87467491674286,5.595804308391192
2012-11-30,0.300616049382716,0.358,0.194,3.895997282712334,4.743258161155621,0.02336743049387982,1,-150,5.105404193025054,4.543950798667491
2013-02-28,0.26832845528455285,0.362,0.208,3.5882580507840895,5.253578112477231,-0.015806736181978295,1,-150,4.783634239107791,4.519389766318919
2013-05-31,0.4015843373493976,0.366,0.23,4.640568610106515,4.919147595269563,0.034639812771559,1,-150,5.239306369268773,4.5424389292487435
2013-08-31,0.14303650793650796,0.364,0.136,3.164251589617891,4.992439220314073,-0.24015386606490818,1,150,5.040150508918265,4.709642780827257
2013-11-30,0.8088627450980392,0.92,0.92,6.184338474993087,5.9900367193147375,-0.06173318179858711,2,150,6.9573374475810015,6.675089082973803
2014-02-28,0.41823255813953486,0.342,0.18,3.6391563144024897,4.134755354027025,0.03549498643419213,1,150,4.882910185878978,4.612231713929012
2014-05-31,0.4979758620689656,0.368,0.142,3.481119527526659,4.4043970794239025,0.0329734253878725,1,150,4.746748884445159,4.481411922490985
2014-08-31,0.09631060606060605,0.338,0.24,3.8790109936843526,4.79202570503661,0.0153481105166825,1,-150,4.973347516283335,4.086033760287772
2014-11-30,0.1879194756554307,0.334,0.21,3.924570812431564,4.189614235176061,-0.02840578204490362,1,-150,5.04739054132724,4.699866075501557
2015-02-28,0.44813333333333333,0.362,0.228,4.304073842558617,5.20708515008542,-0.0548974135943667,1,-150,5.005841356269122,4.362478848013142
2015-05-31,0.5800857142857142,0.324,0.188,3.8867031286192906,4.637879065742879,0.05572564036602676,1,-150,4.991712171475492,4.260024859370993
2015-08-31,0.6406927536231883,0.38,0.182,3.9651923210228346,4.220476216890247,-0.02526235189214804,1,-150,4.446931943859887,4.036014774500439
2015-11-30,0.7760605734767025,0.906,0.906,6.213757049001071,5.274967070987657,0.003384334224637464,2,-150,6.975766498330453,6.276311921358086
2016-02-29,0.6440212765957447,0.37,0.22,3.7359533689574906,4.619829850829026,-0.08047176491684557,1,-150,4.808478403510293,4.279308680265789
2016-05-31,0.7912824561403509,0.938,0.938,6.049997944158829,6.403334660942309,-0.11556492763464687,2,-150,6.9571118818894995,6.370003379048654
2016-08-31,0.07101388888888888,0.344,0.19,3.7078608092458705,4.87570702042124,-0.12733000154209428,1,-150,4.91325507591715,4.445152968809913
2016-11-30,0.4256893470790378,0.34,0.176,3.877398871793673,4.160074176781932,-0.0498030705460889,1,-150,5.152381128498406,4.549699225234129
2017-02-28,0.4514156462585034,0.368,0.178,3.228498979845475,4.6100406707103465,-0.08558952733983431,1,-150,4.916743334000369,4.341135716579895
2017-05-31,0.34462323232323233,0.348,0.178,4.0168080091501395,4.359889710128089,-0.06830195992123546,1,-150,5.0107329152985915,4.54759519953645
2017-08-31,0.18916666666666665,0.34,0.2,4.4866630859463505,4.343657152286097,0.015987783718486,1,-150,4.567765975750236,4.290092603923154
2017-11-30,0.5197498349834984,0.334,0.204,4.2457892756933635,5.849521072586588,-0.1781783869979615,1,-150,4.728964193458113,4.440628784602772
2018-02-28,0.44409673202614375,0.496,0.316,4.693244934649296,5.808647846206282,-0.05340460125371377,2,-150,5.874653425228589,5.4737111740032605
2018-05-31,0.14215339805825242,0.446,0.316,4.475609764878288,4.86322246529463,0.1454566733135889,2,-150,5.527903804960785,5.194749830886768
2018-08-31,0.29278333333333334,0.364,0.152,3.35618432055673,4.894210133348317,-0.18802347087843935,1,-150,4.679073407642713,4.620997816447172
2018-11-30,0.6923952380952381,0.48,0.298,5.474499044578852,5.210242027612154,0.017753154017314032,2,-150,5.505491326163324,5.492549395047387
2019-02-28,0.6195622641509435,0.47,0.316,4.578927144793837,5.114130030098359,-0.08569449451860942,2,-150,5.497668788256313,5.490778396652228
2019-05-31,0.4362105919003115,0.324,0.176,3.4349540120799453,4.448840022665914,-0.08637294356449182,1,-150,4.63726727648461,4.636435964320367
2019-08-31,0.19559506172839508,0.356,0.192,2.922119929783971,4.985374367004412,-0.029958794027029556,1,150,4.872572827251061,4.820484251578983
2019-11-30,0.2744033639143731,0.356,0.182,3.1958124615515486,4.445649120494961,-0.19427098214098787,1,150,4.568962516139089,4.5034826922549245
2020-02-29,0.22534545454545454,0.326,0.188,4.099672815709167,4.295333776764003,0.054193895126403546,1,150,4.574012868658834,4.388463077533901
2020-05-31,0.43972672672672675,0.348,0.18,3.3425156454748293,5.125915777968084,0.23721613266383895,1,150,4.566677370283207,4.299811057822776
2020-08-31,0.7432297619047619,0.902,0.902,5.431083616265839,5.517901344226283,-0.026355513039842654,2,150,6.538314725927116,6.368928244372889
2020-11-30,0.3930371681415929,0.378,0.104,2.987887489765848,4.7732491717200904,0.09598189775666532,1,150,4.399550723760584,4.217816913802819
2021-02-28,0.3915,0.338,0.19,3.6062684023449276,4.211071256368609,0.044316724613791186,1,150,4.68562546536881,4.510331014381191
2021-05-31,0.34969710144927535,0.372,0.154,3.3870927561678577,4.636500015524492,0.05921332720574689,1,150,4.635984188151753,4.423268095952125
2021-08-31,0.5560827586206897,0.468,0.276,4.349430697728818,5.03389398808179,-0.029608031522039724,2,150,5.443297930001371,5.361883164606423
2021-11-30,0.5479111111111111,0.45,0.248,4.77595367984404,5.2750607075728615,0.13670904983370175,2,150,5.625042012041861,5.499979621417085
2022-02-28,0.6279497175141242,0.46,0.278,4.969153443255094,4.594067359788632,-0.02243007462437635,2,150,5.561773009325803,5.373899497453263
2022-05-31,0.727043137254902,0.912,0.912,6.0469155435081134,4.963447500840071,0.03289135982635627,2,150,6.181947373300944,5.935622871563342
2022-08-31,0.11484444444444444,0.35,0.194,3.706071103030524,4.248701429478853,0.060682929750496495,1,150,4.565489051106847,4.335316840843623
2022-11-30,0.11134710743801654,0.356,0.18,3.5034980775713604,4.000931329124818,-0.10882404437468687,1,150,4.423020631302186,4.2033385308414175
2023-02-28,0.08490765027322404,0.336,0.202,3.940083831493321,4.483013256351322,-0.07564094592643042,1,150,4.848088736345859,4.612713929552392
2023-05-31,0.146829810298103,0.352,0.188,3.6663922274643013,5.236465589078156,-0.04433928930899852,1,150,4.8909094037606735,4.6477937262770315
2023-08-31,0.24330967741935483,0.372,0.156,3.809098779583581,5.127977461625724,0.11548435846431862,1,150,4.471248038119483,4.247889826242333
2023-11-30,0.6638,0.456,0.292,5.751598136009315,4.569323551440363,-0.019051859461386156,2,150,5.740736144571981,5.467905580540602
2024-02-29,0.8757037037037037,0.92,0.92,6.423939124622929,7.311442891724871,0.18771434271169335,2,150,7.091878414849811,6.8636239558770225
2024-05-31,0.6402136482939633,0.472,0.284,5.754829269630967,5.522246850454212,-0.06453923796713651,2,150,6.09496948638488,5.920405770508491
2024-08-31,0.44943437500000005,0.484,0.312,5.811043962479726,6.152835834919411,-0.020029619955543906,2,150,5.951634754319796,5.762572921662772
2024-11-30,0.5367945736434109,0.478,0.31,5.723276289155429,5.8443855708478045,0.2288390354444871,2,150,5.838566898927896,5.789379488622415
2025-02-28,0.8897333333333334,0.904,0.904,6.283294298034616,5.249897399371533,0.06317958162426152,2,150,6.754739865445329,6.710767290756585
